employee_id,department,designation,age,salary,joining_date,last_promotion_date,experience_years,performance_rating,is_active
,HR ,Senior Analyst,,N/A,10/06/2020,invalid,ten,3,yes
emp_853,Finance,Analyst,-5,55000,,01/04/2021,5,excellent,yes
emp_854,HR,Senior Analyst,35,55000,10/06/2020,,1,3,yes
emp_855,,ANALYST,60,85000,invalid,invalid,1,4,False
,,Analyst,,₹75000,invalid,invalid,12,1,False
emp_857,sales,Senior Analyst,150,250000,invalid,invalid,8,excellent,yes
,Finance,,28,85000,10/06/2020,01/04/2021,12,5,False
,it ,Manager,60,35000,10/06/2020,2022-03-01,3,5,False
,sales,Analyst,45,₹75000,invalid,invalid,3,5,
emp_861,,,60,N/A,2021/07/15,01/04/2021,12,1,
,Sales,Manager,,250000,invalid,2022-03-01,1,4,yes
emp_863,sales,mgr,unknown,55000,2019-05-10,,-2,excellent,no
emp_864,Finance,Analyst,28,250000,,2022-03-01,ten,,
EMP1865,it ,mgr,28,55000,10/06/2020,01/04/2021,8,2,
EMP1866,Sales,Senior Analyst,28,85000,10/06/2020,01/04/2021,12,4,
,,Manager,22,85000,2019-05-10,01/04/2021,12,,True
EMP1868,HR ,ANALYST,35,,10/06/2020,2022-03-01,,poor,
,Finance,ANALYST,unknown,N/A,10/06/2020,,,5,False
,IT,,-5,N/A,10/06/2020,2022-03-01,12,1,True
,IT,Senior Analyst,,55000,2019-05-10,2022-03-01,,,no
EMP1872,sales,mgr,45,N/A,,2022-03-01,1,excellent,False
,it ,mgr,-5,55000,,2022-03-01,3,,True
,Sales,,150,,invalid,,8,3,
,IT,mgr,35,120000,2019-05-10,01/04/2021,8,excellent,no
,HR,Analyst,60,35000,10/06/2020,invalid,5,4,True
,Sales,Analyst,,120000,2021/07/15,01/04/2021,1,1,True
,HR ,Senior Analyst,,85000,2019-05-10,invalid,ten,4,False
,HR,Analyst,28,250000,,invalid,,2,False
,,,,55000,2019-05-10,01/04/2021,3,4,
EMP1881,,ANALYST,-5,N/A,2019-05-10,2022-03-01,1,2,True
,it ,mgr,-5,85000,10/06/2020,01/04/2021,-2,2,True
,HR,Senior Analyst,60,35000,10/06/2020,invalid,,5,
emp_884,IT,,28,250000,2021/07/15,2022-03-01,,5,yes
,HR,,,55000,,01/04/2021,5,5,True
EMP1886,IT,Analyst,,N/A,2021/07/15,,-2,5,yes
,HR,Analyst,unknown,55000,2021/07/15,2022-03-01,-2,1,
,it ,,60,₹75000,2019-05-10,01/04/2021,1,5,no
emp_889,HR ,,60,250000,,invalid,,poor,
EMP1890,HR,Analyst,60,55000,2019-05-10,01/04/2021,12,1,
EMP1891,sales,Senior Analyst,28,,,invalid,12,2,True
,Finance,Senior Analyst,35,85000,10/06/2020,2022-03-01,-2,4,no
,,,35,35000,2019-05-10,invalid,12,5,no
EMP1894,it ,ANALYST,-5,120000,10/06/2020,invalid,5,1,False
,it ,Manager,,250000,,01/04/2021,12,2,no
,Sales,ANALYST,35,55000,invalid,,5,3,
emp_897,Sales,Manager,22,250000,,2022-03-01,3,2,no
EMP1898,sales,,45,,2021/07/15,2022-03-01,,poor,no
emp_899,IT,Manager,150,35000,,,3,4,True
emp_900,IT,mgr,unknown,,10/06/2020,invalid,1,3,no
,HR,ANALYST,-5,250000,10/06/2020,01/04/2021,12,5,
EMP1902,IT,,28,85000,2019-05-10,,5,,
emp_903,sales,Manager,45,N/A,,invalid,-2,5,no
emp_904,IT,Senior Analyst,28,120000,invalid,01/04/2021,,3,no
,Sales,Analyst,150,55000,2021/07/15,2022-03-01,12,1,yes
,HR,Manager,28,,,2022-03-01,12,excellent,False
emp_907,HR,Analyst,unknown,250000,,01/04/2021,-2,3,True
,IT,Senior Analyst,35,55000,2021/07/15,,3,3,False
emp_909,sales,Analyst,35,35000,invalid,01/04/2021,3,poor,yes
emp_910,,Analyst,-5,120000,2021/07/15,invalid,1,3,yes
,Finance,mgr,-5,N/A,,invalid,,4,True
,sales,Analyst,unknown,55000,2019-05-10,,ten,3,True
,Finance,Analyst,28,N/A,invalid,01/04/2021,1,1,yes
emp_914,Sales,Manager,unknown,N/A,2021/07/15,2022-03-01,ten,,True
emp_915,Sales,,28,55000,2021/07/15,invalid,1,1,no
EMP1916,sales,Analyst,35,,invalid,invalid,8,excellent,False
,,,45,,invalid,,1,4,False
emp_918,Sales,Senior Analyst,45,₹75000,10/06/2020,01/04/2021,,3,
EMP1919,sales,Senior Analyst,unknown,120000,2019-05-10,2022-03-01,5,1,False
EMP1920,,,150,250000,10/06/2020,01/04/2021,12,4,True
,IT,mgr,60,N/A,2019-05-10,01/04/2021,8,2,True
,sales,ANALYST,60,85000,2019-05-10,invalid,8,poor,
emp_923,,Analyst,28,,2019-05-10,2022-03-01,1,excellent,False
,IT,,-5,55000,invalid,,3,5,
,Sales,ANALYST,150,N/A,2021/07/15,invalid,ten,excellent,
,,ANALYST,45,35000,2021/07/15,invalid,-2,3,no
,HR ,Senior Analyst,22,120000,2019-05-10,01/04/2021,-2,1,yes
,sales,mgr,22,35000,10/06/2020,2022-03-01,3,excellent,False
EMP1929,Sales,Senior Analyst,-5,N/A,invalid,,12,4,yes
EMP1930,IT,Analyst,,35000,10/06/2020,2022-03-01,1,1,False
EMP1931,,,45,55000,2021/07/15,invalid,5,poor,
,HR,mgr,unknown,₹75000,invalid,invalid,1,4,True
EMP1933,HR ,Senior Analyst,-5,120000,2021/07/15,,ten,excellent,True
EMP1934,it ,,35,35000,10/06/2020,invalid,8,5,no
emp_935,,Analyst,60,120000,10/06/2020,01/04/2021,ten,2,False
,it ,Manager,unknown,55000,invalid,01/04/2021,1,4,False
emp_937,,Analyst,35,120000,2019-05-10,2022-03-01,1,,
EMP1938,sales,Senior Analyst,-5,₹75000,2019-05-10,01/04/2021,5,2,yes
,it ,,28,120000,,invalid,ten,1,no
EMP1940,Sales,Manager,45,85000,invalid,invalid,1,5,
,Finance,Analyst,22,,10/06/2020,invalid,,excellent,False
,IT,Senior Analyst,60,,2021/07/15,invalid,5,3,yes
EMP1943,Finance,mgr,45,35000,10/06/2020,01/04/2021,-2,,
,HR ,ANALYST,28,₹75000,invalid,2022-03-01,-2,5,
,HR,Manager,-5,35000,10/06/2020,01/04/2021,3,,True
,IT,Senior Analyst,45,35000,2019-05-10,,8,5,
,IT,Analyst,,N/A,2019-05-10,,1,excellent,no
,it ,ANALYST,60,₹75000,,2022-03-01,,2,True
emp_949,it ,,-5,55000,invalid,2022-03-01,5,1,no
emp_950,sales,mgr,45,55000,2021/07/15,2022-03-01,,,False
,HR ,Manager,45,55000,10/06/2020,,1,1,True
EMP1952,HR ,Analyst,28,250000,,2022-03-01,-2,4,False
,,Senior Analyst,,120000,,,3,2,False
,HR ,Analyst,,₹75000,2019-05-10,2022-03-01,1,3,yes
,it ,ANALYST,60,250000,2019-05-10,01/04/2021,,3,no
EMP1956,HR,mgr,150,55000,2019-05-10,invalid,,poor,False
,sales,Analyst,35,120000,10/06/2020,,8,poor,no
EMP1958,,ANALYST,35,55000,2021/07/15,,-2,2,yes
,HR,,unknown,120000,10/06/2020,invalid,8,3,
emp_960,IT,Manager,60,₹75000,,01/04/2021,12,3,
,,Manager,35,35000,2021/07/15,,3,poor,yes
emp_962,Sales,Analyst,,N/A,10/06/2020,,12,1,True
,HR,mgr,45,55000,,,12,1,yes
,IT,ANALYST,45,55000,2021/07/15,2022-03-01,-2,4,no
,sales,mgr,-5,,10/06/2020,,12,poor,no
,it ,Analyst,45,N/A,10/06/2020,01/04/2021,1,,no
,,,22,85000,invalid,01/04/2021,12,poor,False
emp_968,IT,Manager,22,120000,2021/07/15,2022-03-01,5,poor,True
EMP1969,it ,,150,250000,2019-05-10,2022-03-01,,,
,HR ,ANALYST,22,55000,10/06/2020,invalid,-2,,False
emp_971,it ,Analyst,150,,2019-05-10,2022-03-01,1,5,yes
EMP1972,,ANALYST,22,55000,10/06/2020,invalid,,3,
,IT,,60,N/A,,01/04/2021,5,poor,False
emp_974,,mgr,unknown,85000,2021/07/15,01/04/2021,3,4,False
,,Senior Analyst,28,55000,10/06/2020,01/04/2021,-2,,yes
EMP1976,HR,Analyst,unknown,250000,2019-05-10,,1,poor,False
emp_977,IT,ANALYST,28,,2019-05-10,invalid,8,4,
EMP1978,HR,Senior Analyst,28,₹75000,10/06/2020,invalid,8,1,True
,sales,Senior Analyst,28,85000,10/06/2020,2022-03-01,5,2,yes
EMP1980,it ,Manager,45,N/A,2019-05-10,01/04/2021,-2,excellent,
,sales,mgr,-5,85000,,,-2,,yes
,HR ,,unknown,55000,10/06/2020,,5,,
EMP1983,HR ,mgr,150,,invalid,01/04/2021,1,1,False
,sales,Manager,35,₹75000,invalid,2022-03-01,5,1,no
emp_985,sales,mgr,-5,,invalid,invalid,-2,1,
,sales,Manager,35,,2021/07/15,,-2,5,no
EMP1987,Sales,ANALYST,150,120000,2021/07/15,invalid,,4,no
EMP1988,Finance,ANALYST,35,55000,,01/04/2021,-2,5,
,HR,Analyst,45,120000,,invalid,3,1,True
emp_990,,Senior Analyst,-5,85000,2019-05-10,01/04/2021,12,5,yes
,it ,Analyst,,120000,10/06/2020,2022-03-01,-2,4,yes
EMP1992,Sales,Analyst,45,120000,invalid,invalid,1,excellent,no
EMP1993,sales,,35,120000,10/06/2020,2022-03-01,12,,no
EMP1994,Sales,,-5,85000,2019-05-10,2022-03-01,12,1,True
EMP1995,Finance,,60,55000,2019-05-10,2022-03-01,1,4,yes
EMP1996,IT,Analyst,35,250000,invalid,invalid,-2,5,
EMP1997,Sales,Senior Analyst,150,250000,2021/07/15,invalid,3,excellent,yes
emp_998,Finance,,60,85000,2019-05-10,,12,,True
EMP1999,it ,Manager,150,₹75000,invalid,2022-03-01,ten,5,yes
